Devices
1000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
3,0,-21.1969,-3.88275,-260.687,42374.8,5016.36,-1427.22,169.243,36.4496,0,42.2253,3.82416,-404.833,60149.2,-2587.28,3814.09,-156.391,51.4222,0
3,1,-23.028,-0.830991,-266.791,42557.9,5626.71,-1793.43,171.09,39.482,0,43.1409,6.26557,-404.223,59599.9,-2709.35,3997.19,-156.703,52.5568,0
3,2,-23.9435,-2.35687,-268.622,42008.6,5260.5,-1518.77,169.583,42.6143,0,41.9202,4.12934,-405.444,58684.4,-2465.21,3997.19,-156.08,55.2589,0
3,3,-25.4694,-1.44134,-266.18,42191.7,3917.72,-1427.22,164.718,40.4921,0,43.1409,3.82416,-404.833,59050.6,-2953.49,3997.19,-157.296,54.136,0
3,4,-25.1642,-3.57757,-268.622,42008.6,4894.29,-1335.66,168.22,42.6143,0,44.0564,3.82416,-407.885,59050.6,-2465.21,3905.64,-156.044,55.2274,0
3,5,-23.3331,-1.74652,-272.894,41825.5,4772.22,-1610.32,167.487,45.7337,0,43.446,3.21381,-406.054,59599.9,-1854.86,3905.64,-154.568,53.2217,0
3,6,-25.1642,-4.79828,-268.011,42191.7,4528.08,-1427.22,166.895,41.575,0,42.2253,3.51899,-404.833,59599.9,-2465.21,3905.64,-156.089,52.7791,0
3,7,-23.9435,-3.57757,-271.063,41825.5,5016.36,-1518.77,168.506,44.6984,0,43.1409,2.60346,-404.223,58318.2,-1976.93,3814.09,-154.891,55.7277,0
3,8,-24.2487,-6.01898,-269.232,42008.6,5016.36,-1152.56,168.632,42.9689,0,41.615,1.68793,-403.002,58501.3,-2953.49,4180.3,-157.329,54.8364,0
3,9,-25.4694,-3.57757,-274.725,42008.6,5138.43,-1335.66,168.704,46.0887,0,42.2253,3.51899,-404.833,59783,-2709.35,4088.75,-156.693,52.3268,0
4,0,-24.859,-2.35687,-270.453,42008.6,4894.29,-1152.56,168.097,43.6731,0,41.9202,2.60346,-403.613,59416.8,-2587.28,3997.19,-156.41,52.7875,0
4,1,-23.9435,-3.2724,-271.674,42191.7,5016.36,-1427.22,168.465,43.6971,0,42.8357,1.99311,-405.444,59783,-2587.28,3814.09,-156.381,52.5491,0
4,2,-23.6383,-2.96722,-264.349,41642.4,4406.01,-1244.11,166.667,41.4721,0,42.5305,1.99311,-406.054,60332.3,-2465.21,3905.64,-156.071,51.418,0
4,3,-24.2487,-3.88275,-262.518,42557.9,5016.36,-1335.66,169.109,36.8859,0,42.8357,2.60346,-404.223,58135.1,-1732.79,3905.64,-154.287,56.1807,0
4,4,-24.2487,-4.79828,-268.622,41825.5,4650.15,-1335.66,167.311,43.296,0,41.615,1.68793,-404.833,59233.7,-3075.56,3905.64,-157.597,53.6838,0
4,5,-23.6383,-3.2724,-269.843,41825.5,5138.43,-1335.66,169.042,44.0004,0,43.1409,2.90863,-406.054,60698.6,-2953.49,3997.19,-157.274,50.5161,0
4,6,-23.9435,-5.40863,-270.453,42008.6,4894.29,-1335.66,168.097,43.6731,0,42.5305,1.38276,-403.613,59599.9,-2709.35,3905.64,-156.713,52.3339,0
4,7,-25.1642,-2.05169,-271.674,42191.7,5260.5,-1518.77,169.363,43.6971,0,42.5305,2.29828,-404.223,59783,-2831.42,3997.19,-157.005,52.1039,0
4,8,-23.9435,-4.18792,-270.453,42741,4406.01,-1061.01,166.291,40.965,0,43.1409,2.29828,-404.223,58501.3,-2465.21,4180.3,-156.099,55.2747,0
4,9,-23.6383,-5.40863,-271.063,42191.7,5260.5,-1335.66,169.407,43.3474,0,42.2253,3.51899,-404.223,58684.4,-2709.35,3997.19,-156.703,54.8218,0
5,0,-23.3331,-3.2724,-271.063,41642.4,4772.22,-1244.11,167.606,45.3739,0,43.7512,1.07758,-403.002,59599.9,-2831.42,3997.19,-157.026,52.1102,0
5,1,-23.3331,-0.22064,-269.232,41825.5,4894.29,-1061.01,168.179,43.649,0,42.2253,1.38276,-404.833,59599.9,-2465.21,3997.19,-156.089,52.7791,0
5,2,-23.6383,-3.2724,-269.843,41825.5,5260.5,-1335.66,169.495,44.0004,0,41.9202,1.68793,-405.444,59233.7,-2953.49,3905.64,-157.285,53.904,0
5,3,-23.9435,-4.18792,-269.232,41825.5,4528.08,-1244.11,166.818,43.649,0,43.1409,2.90863,-403.613,58501.3,-2709.35,3814.09,-156.713,55.0559,0
5,4,-24.2487,-2.96722,-267.401,42008.6,4894.29,-1244.11,168.303,41.9004,0,42.2253,2.29828,-402.392,58501.3,-2953.49,3997.19,-157.34,54.6162,0
5,5,-23.6383,-6.32416,-267.401,41825.5,5138.43,-1335.66,169.216,42.5852,0,41.9202,2.29828,-403.002,59416.8,-2099,4088.75,-155.208,52.5646,0
5,6,-23.3331,-4.18792,-268.011,42191.7,4894.29,-1152.56,168.261,41.575,0,41.9202,-0.143124,-404.833,60515.4,-2953.49,3905.64,-157.296,50.5176,0
5,7,-23.6383,-4.18792,-270.453,42191.7,4650.15,-1518.77,167.194,42.9961,0,41.615,1.68793,-400.561,59233.7,-2831.42,3997.19,-157.069,52.1231,0
5,8,-25.1642,-3.2724,-269.232,41825.5,4528.08,-1335.66,166.818,43.649,0,42.5305,0.162052,-403.613,58684.4,-2709.35,3905.64,-156.713,54.6022,0
5,9,-24.2487,-4.18792,-267.401,42191.7,5260.5,-1335.66,169.673,41.2157,0,41.9202,1.07758,-402.392,61064.8,-3197.63,3905.64,-157.947,48.2456,0
6,0,-23.9435,-1.74652,-269.232,41459.3,4650.15,-1335.66,167.272,45.0092,0,42.2253,-0.4483,-403.002,59783,-3075.56,3905.64,-157.632,51.6559,0
6,1,-23.9435,-3.2724,-271.674,42008.6,5016.36,-1244.11,168.465,44.371,0,41.9202,0.162052,-403.002,59599.9,-2709.35,3905.64,-156.723,52.1102,0
6,2,-25.1642,-5.10345,-267.401,42374.8,4161.87,-1335.66,165.564,40.5309,0,42.8357,0.772404,-401.782,61064.8,-2831.42,3997.19,-157.047,48.015,0
6,3,-23.028,-3.88275,-273.505,42557.9,5138.43,-1335.66,168.787,43.3978,0,41.9202,1.07758,-401.782,59966.1,-2587.28,3905.64,-156.44,50.7495,0
6,4,-25.4694,-2.05169,-271.674,41825.5,4650.15,-1244.11,167.117,45.045,0,42.2253,-0.143124,-401.782,58684.4,-2831.42,3997.19,-157.047,53.9396,0
6,5,-24.2487,-3.57757,-267.401,42191.7,4894.29,-1244.11,168.303,41.2157,0,41.615,0.162052,-404.223,60149.2,-2831.42,3997.19,-157.005,51.1979,0
6,6,-23.9435,-3.2724,-269.232,41825.5,5138.43,-1244.11,169.086,43.649,0,41.9202,1.68793,-403.613,58684.4,-2709.35,4180.3,-156.713,54.6022,0
6,7,-24.859,-3.2724,-269.843,42008.6,6237.06,-1061.01,173.114,43.3218,0,42.2253,-1.05865,-402.392,59233.7,-2953.49,3905.64,-157.34,52.796,0
6,8,-23.3331,-2.66205,-270.453,42191.7,4650.15,-1152.56,167.194,42.9961,0,41.615,0.467228,-403.613,58867.5,-2587.28,4088.75,-156.41,54.1485,0
6,9,-22.1124,-3.2724,-268.622,42008.6,5016.36,-1152.56,168.674,42.6143,0,41.9202,-0.753475,-401.782,59599.9,-2587.28,3905.64,-156.44,51.6609,0
7,0,-24.859,-4.18792,-273.505,41459.3,5138.43,-1061.01,168.787,47.4147,0,41.615,-1.05865,-402.392,59783,-2465.21,3997.19,-156.126,51.4309,0
7,1,-24.5538,-3.88275,-268.011,41825.5,4528.08,-1793.43,166.895,42.9414,0,42.2253,-1.669,-400.561,59966.1,-2587.28,3814.09,-156.459,50.2946,0
7,2,-24.5538,-4.18792,-270.453,41825.5,5382.57,-1061.01,169.902,44.3501,0,41.615,0.162052,-401.782,59233.7,-2587.28,3997.19,-156.44,52.5724,0
7,3,-24.859,-3.2724,-265.57,41642.4,4772.22,-1427.22,167.97,42.1962,0,42.5305,1.07758,-403.613,61064.8,-3075.56,4088.75,-157.62,48.7045,0
7,4,-24.5538,-2.66205,-265.57,42191.7,4528.08,-1244.11,167.05,40.1278,0,42.2253,-0.143124,-404.833,59599.9,-2709.35,3997.19,-156.693,52.7791,0
7,5,-23.9435,-2.35687,-265.57,42374.8,4772.22,-1244.11,167.97,39.4383,0,42.5305,-0.753475,-401.171,61797.2,-2831.42,4180.3,-157.058,45.9581,0
7,6,-24.859,-1.74652,-261.908,41642.4,5138.43,-1244.11,169.619,40.0037,0,41.615,-1.669,-404.223,59050.6,-2831.42,3997.19,-157.005,53.9158,0
7,7,-21.8073,-2.66205,-266.791,42191.7,5016.36,-1427.22,168.803,40.8547,0,42.5305,-0.4483,-403.002,60332.3,-2831.42,4088.75,-157.026,50.2928,0
7,8,-22.7228,-1.44134,-269.843,42008.6,5260.5,-1244.11,169.495,43.3218,0,41.3098,0.772404,-403.613,61247.9,-2587.28,4180.3,-156.41,48.2509,0
7,9,-23.028,-2.96722,-271.063,41825.5,5016.36,-1244.11,168.506,44.6984,0,42.5305,0.162052,-404.223,61064.8,-2953.49,4271.85,-157.307,48.933,0
8,0,-24.2487,-1.44134,-270.453,42191.7,5382.57,-1061.01,169.902,42.9961,0,42.2253,-0.143124,-405.444,60149.2,-2587.28,4180.3,-156.381,51.6459,0
8,1,-23.9435,-2.66205,-268.622,41825.5,5016.36,-1152.56,168.674,43.296,0,43.7512,-0.4483,-401.782,60515.4,-2953.49,4180.3,-157.351,49.3822,0
8,2,-23.9435,0.0845362,-271.063,41825.5,5016.36,-969.453,168.506,44.6984,0,41.615,-0.753475,-403.002,60881.7,-2953.49,3997.19,-157.329,48.9298,0
8,3,-23.6383,-4.4931,-272.894,42191.7,5016.36,-1061.01,168.382,44.3918,0,42.5305,-1.97418,-404.223,60698.6,-2953.49,4271.85,-157.307,49.839,0
8,4,-24.859,-2.05169,-267.401,41825.5,5138.43,-969.453,169.216,42.5852,0,42.5305,-1.36383,-401.171,60332.3,-2709.35,4454.96,-156.754,49.6095,0
8,5,-24.2487,-2.66205,-271.674,42008.6,4894.29,-1335.66,168.015,44.371,0,43.1409,-0.753475,-403.613,60149.2,-2831.42,4180.3,-157.015,50.9729,0
8,6,-25.4694,-2.35687,-274.725,41459.3,5504.64,-1152.56,170.037,48.0882,0,42.5305,-0.143124,-405.444,59966.1,-2465.21,4088.75,-156.08,52.0975,0
8,7,-23.6383,-4.4931,-268.011,41825.5,4161.87,-1061.01,165.529,42.9414,0,42.2253,-0.143124,-403.002,60881.7,-2953.49,4088.75,-157.329,48.9298,0
8,8,-23.3331,-2.05169,-275.946,41642.4,5626.71,-1427.22,170.391,48.0923,0,42.2253,0.467228,-406.054,61064.8,-2709.35,4088.75,-156.672,49.6142,0
8,9,-25.4694,-4.4931,-272.894,42191.7,4528.08,-1335.66,166.593,44.3918,0,43.7512,-2.27935,-404.223,60698.6,-3319.7,4454.96,-158.213,49.839,0
9,0,-24.2487,-2.96722,-274.725,42557.9,5138.43,-969.453,168.704,44.0892,0,42.2253,-1.36383,-404.833,60515.4,-2709.35,3997.19,-156.693,50.5176,0
9,1,-24.2487,-3.57757,-269.843,42008.6,5870.85,-1244.11,171.757,43.3218,0,42.5305,-2.27935,-403.613,60698.6,-2831.42,4088.75,-157.015,49.6119,0
9,2,-23.3331,-5.10345,-272.284,41825.5,5138.43,-1335.66,168.872,45.3901,0,42.2253,-1.97418,-403.002,61431,-2953.49,3905.64,-157.329,47.5667,0
9,3,-23.6383,-3.88275,-269.843,42557.9,5382.57,-1152.56,169.947,41.2861,0,42.8357,-0.143124,-403.613,60698.6,-3075.56,4454.96,-157.62,49.6119,0
9,4,-25.7745,-4.18792,-272.284,42191.7,4528.08,-1244.11,166.63,44.0452,0,42.2253,-2.27935,-404.833,60698.6,-2831.42,4271.85,-156.994,50.0654,0
9,5,-23.6383,-3.57757,-271.674,42191.7,4772.22,-1152.56,167.566,43.6971,0,42.8357,-1.669,-403.613,61431,-3075.56,4180.3,-157.62,47.7972,0
9,6,-23.6383,-2.96722,-273.505,42008.6,5260.5,-1244.11,169.234,45.4063,0,42.5305,-2.88971,-404.833,61064.8,-2953.49,4271.85,-157.296,49.1608,0
9,7,-25.4694,-3.88275,-274.115,42374.8,4528.08,-1152.56,166.519,44.4123,0,43.7512,-2.27935,-406.054,60881.7,-2831.42,3997.19,-156.973,50.0652,0
9,8,-23.3331,-3.88275,-273.505,42557.9,4650.15,-1152.56,167.002,43.3978,0,42.5305,-1.97418,-406.664,60515.4,-2587.28,4180.3,-156.362,51.1907,0
9,9,-24.5538,-2.96722,-272.284,42741,4772.22,-1610.32,167.527,42.0277,0,42.2253,-3.50006,-406.054,61614.1,-2953.49,4180.3,-157.274,48.2614,0
10,0,-24.2487,-3.2724,-274.725,42557.9,5870.85,-1335.66,171.37,44.0892,0,42.8357,-3.50006,-405.444,61980.3,-3075.56,4271.85,-157.586,47.1297,0
10,1,-23.3331,-2.66205,-278.387,42191.7,4772.22,-1061.01,167.142,47.4425,0,42.2253,-2.58453,-406.054,60332.3,-2709.35,4180.3,-156.672,51.418,0
10,2,-22.7228,-1.74652,-276.556,42741,4894.29,-1061.01,167.697,44.4528,0,44.9719,-1.97418,-405.444,60881.7,-1976.93,4088.75,-154.876,49.8394,0
10,3,-23.6383,-4.18792,-279.608,42924.1,5138.43,-1244.11,168.377,45.4847,0,42.5305,-2.27935,-407.885,60515.4,-2587.28,4180.3,-156.343,51.6361,0
10,4,-25.7745,-1.44134,-282.66,42741,5260.5,-1152.56,168.611,47.7899,0,43.1409,-1.669,-404.223,62712.7,-2099,4454.96,-155.193,44.8562,0
10,5,-24.5538,-3.2724,-274.115,42191.7,5016.36,-1427.22,168.3,45.0803,0,42.2253,-3.19488,-406.664,60698.6,-2831.42,4088.75,-156.963,50.7405,0
10,6,-26.0797,-2.66205,-277.777,42557.9,5382.57,-1335.66,169.377,45.7911,0,43.7512,-1.36383,-407.275,60332.3,-2587.28,4180.3,-156.353,51.8633,0
10,7,-23.3331,-2.35687,-277.777,42741,5260.5,-1244.11,168.938,45.1319,0,42.8357,-1.669,-407.275,61064.8,-2587.28,4180.3,-156.353,50.065,0
10,8,-26.0797,-4.4931,-277.777,42924.1,5626.71,-1518.77,170.256,44.4728,0,42.2253,-2.58453,-405.444,61614.1,-2831.42,3905.64,-156.984,48.033,0
10,9,-22.4176,-2.35687,-276.556,42741,4772.22,-1335.66,167.256,44.4528,0,41.0046,-1.669,-408.495,60515.4,-2709.35,3997.19,-156.633,51.8577,0
11,0,-24.859,-4.4931,-277.167,42191.7,5138.43,-1152.56,168.539,46.775,0,42.8357,-1.36383,-405.444,61247.9,-2831.42,3997.19,-156.984,48.9362,0
11,1,-24.2487,-2.96722,-279.608,42557.9,5504.64,-1244.11,169.687,46.7944,0,42.8357,-1.97418,-406.054,60332.3,-2831.42,4271.85,-156.973,51.418,0
11,2,-27.6056,-4.18792,-276.556,42557.9,5504.64,-1427.22,169.904,45.1149,0,42.8357,-1.36383,-406.054,61247.9,-2709.35,4088.75,-156.672,49.1633,0
11,3,-25.7745,-6.32416,-276.556,42557.9,5382.57,-1244.11,169.463,45.1149,0,44.3616,-1.669,-405.444,61431,-2831.42,4088.75,-156.984,48.4846,0
11,4,-25.4694,-3.57757,-278.387,42741,5016.36,-1244.11,168.019,45.4693,0,43.7512,-1.669,-406.054,61431,-2587.28,3997.19,-156.372,48.7123,0
11,5,-24.859,-4.4931,-272.894,42924.1,5382.57,-1335.66,169.724,41.7078,0,42.5305,-1.36383,-403.002,60149.2,-2465.21,4180.3,-156.117,50.7472,0
11,6,-26.0797,-0.525815,-276.556,42741,5138.43,-1427.22,168.58,44.4528,0,41.3098,-1.05865,-405.444,60332.3,-2709.35,3814.09,-156.682,51.1943,0
11,7,-25.1642,-1.44134,-276.556,42924.1,5382.57,-1335.66,169.463,43.7907,0,42.2253,-0.753475,-404.223,61064.8,-2709.35,3814.09,-156.703,48.933,0
11,8,-24.2487,-2.05169,-278.998,42924.1,4406.01,-1061.01,165.792,45.1489,0,41.615,-0.753475,-404.833,61247.9,-2831.42,3997.19,-156.994,48.7085,0
11,9,-22.7228,-2.96722,-277.777,42924.1,4528.08,-1244.11,166.301,44.4728,0,41.3098,-1.669,-404.833,60698.6,-2831.42,3905.64,-156.994,50.0654,0
12,0,-24.5538,-1.74652,-280.219,42557.9,5382.57,-1244.11,169.208,47.1259,0,42.2253,-0.753475,-405.444,61064.8,-2465.21,3814.09,-156.08,49.3878,0
12,1,-24.859,-2.35687,-278.387,42741,4650.15,-1152.56,166.704,45.4693,0,42.5305,-0.143124,-405.444,60698.6,-2709.35,3814.09,-156.682,50.2911,0
12,2,-25.4694,-1.74652,-278.998,42741,5260.5,-1335.66,168.855,45.8052,0,41.0046,-1.05865,-404.223,61064.8,-2709.35,3814.09,-156.703,48.933,0
12,3,-23.3331,-4.18792,-277.167,42557.9,5260.5,-1427.22,168.98,45.4537,0,41.615,-0.753475,-403.613,61064.8,-2709.35,3905.64,-156.713,48.7045,0
12,4,-26.0797,-0.525815,-278.387,42557.9,5626.71,-1061.01,170.212,46.127,0,41.3098,-0.4483,-404.223,59599.9,-2709.35,3905.64,-156.703,52.5568,0
12,5,-25.1642,-3.57757,-277.777,42191.7,5138.43,-1152.56,168.498,47.1095,0,42.5305,-0.753475,-404.223,60332.3,-2465.21,3722.54,-156.099,50.7449,0
12,6,-26.0797,-2.35687,-274.725,42741,5260.5,-1427.22,169.148,43.4227,0,41.615,-0.4483,-403.002,58684.4,-2587.28,3905.64,-156.42,54.382,0
12,7,-23.3331,-2.66205,-274.725,42924.1,4528.08,-1061.01,166.482,42.7562,0,41.3098,-0.4483,-402.392,59783,-2953.49,3905.64,-157.34,51.4309,0
12,8,-24.2487,-2.05169,-278.998,42374.8,5016.36,-1244.11,167.98,47.1178,0,41.615,-0.753475,-404.223,59233.7,-2709.35,3630.98,-156.703,53.4628,0
12,9,-25.4694,-4.18792,-277.167,42557.9,5260.5,-1152.56,168.98,45.4537,0,41.615,-0.753475,-403.613,58684.4,-2831.42,3905.64,-157.015,54.6022,0
13,0,-24.5538,-1.74652,-279.608,42557.9,5138.43,-1244.11,168.377,46.7944,0,40.6995,-1.05865,-400.561,59783,-2709.35,3630.98,-156.764,50.7517,0
13,1,-24.859,-3.57757,-277.777,42374.8,5382.57,-1152.56,169.377,46.4503,0,41.3098,-1.36383,-399.34,59966.1,-2831.42,3814.09,-157.09,49.837,0
13,2,-23.9435,-2.66205,-279.608,42741,4894.29,-1335.66,167.504,46.1396,0,40.6995,0.162052,-401.171,58867.5,-2831.42,3722.54,-157.058,53.2609,0
13,3,-24.859,-1.74652,-280.829,42374.8,5260.5,-1152.56,168.732,48.1081,0,39.4788,-0.753475,-399.34,59966.1,-2465.21,3630.98,-156.173,49.837,0
13,4,-24.5538,0.389712,-275.946,42191.7,5016.36,-1061.01,168.179,46.1016,0,40.3943,-0.143124,-401.171,58867.5,-2465.21,3722.54,-156.145,53.2609,0
13,5,-26.3849,-0.22064,-279.608,42557.9,4772.22,-1335.66,167.068,46.7944,0,41.615,0.467228,-401.171,59599.9,-2465.21,3814.09,-156.145,51.4352,0
13,6,-25.1642,-2.66205,-277.167,42741,4650.15,-1061.01,166.777,44.7931,0,41.3098,0.467228,-398.73,59050.6,-2587.28,3630.98,-156.489,51.9032,0
13,7,-25.4694,-0.830991,-278.387,42374.8,5138.43,-1335.66,168.458,46.7848,0,42.2253,0.467228,-399.951,59783,-2587.28,3722.54,-156.469,50.524,0
13,8,-23.6383,-1.44134,-282.05,42924.1,4894.29,-1152.56,167.353,46.8135,0,41.0046,-0.143124,-401.171,59599.9,-2343.14,3447.88,-155.841,51.4352,0
13,9,-25.4694,-2.35687,-278.998,42191.7,5138.43,-1427.22,168.417,47.7741,0,39.4788,0.467228,-399.34,59783,-2465.21,3447.88,-156.173,50.2955,0
14,0,-24.2487,-0.525815,-276.556,42191.7,4772.22,-877.9,167.256,46.4391,0,40.3943,0.162052,-399.34,59050.6,-2587.28,3722.54,-156.479,52.1296,0
14,1,-24.859,0.694888,-277.167,42191.7,5260.5,-1427.22,168.98,46.775,0,39.7839,0.162052,-399.34,58867.5,-2465.21,3539.43,-156.173,52.5881,0
14,2,-25.1642,-1.74652,-277.777,42374.8,5016.36,-1061.01,168.059,46.4503,0,41.615,0.162052,-399.34,58684.4,-2587.28,3630.98,-156.479,53.0466,0
14,3,-25.4694,-1.74652,-278.387,42557.9,4894.29,-1244.11,167.581,46.127,0,40.3943,1.07758,-398.12,59416.8,-2587.28,3630.98,-156.499,50.7563,0
14,4,-23.6383,-3.2724,-276.556,42191.7,5260.5,-1244.11,169.021,46.4391,0,41.3098,-0.143124,-398.12,59966.1,-2465.21,3539.43,-156.192,49.3766,0
14,5,-23.028,-1.13617,-277.777,42191.7,4772.22,-1427.22,167.18,47.1095,0,39.7839,0.162052,-397.509,58501.3,-2831.42,3630.98,-157.123,52.8304,0
14,6,-24.859,-0.830991,-274.115,42557.9,5016.36,-1244.11,168.3,43.7443,0,41.3098,1.07758,-397.509,59966.1,-2587.28,3447.88,-156.509,49.1453,0
14,7,-24.859,-1.74652,-280.829,41825.5,4772.22,-1335.66,166.993,50.0641,0,40.0891,1.68793,-396.899,58684.4,-2709.35,3539.43,-156.826,52.1427,0
14,8,-25.1642,-0.525815,-276.556,42741,4772.22,-1427.22,167.256,44.4528,0,40.3943,-0.143124,-397.509,58867.5,-2709.35,3630.98,-156.816,51.9091,0
14,9,-23.9435,0.694888,-276.556,41825.5,5382.57,-1427.22,169.463,47.7632,0,42.2253,0.162052,-399.34,59233.7,-2709.35,3356.32,-156.785,51.6711,0
15,0,-26.3849,-1.13617,-277.167,42191.7,5138.43,-786.347,168.539,46.775,0,40.0891,-0.143124,-395.068,58318.2,-2587.28,3722.54,-156.549,52.3844,0
15,1,-25.4694,-1.13617,-274.725,42191.7,5138.43,-1427.22,168.704,45.4222,0,40.0891,-0.143124,-396.288,58867.5,-2099,3630.98,-155.297,51.4529,0
15,2,-25.1642,-1.44134,-275.336,41642.4,4894.29,-1244.11,167.776,47.7578,0,40.3943,-1.36383,-397.509,58501.3,-2587.28,3722.54,-156.509,52.8304,0
15,3,-24.5538,-3.2724,-277.167,42191.7,4650.15,-1152.56,166.777,46.775,0,40.3943,-0.143124,-395.068,58135.1,-2465.21,3447.88,-156.24,52.8478,0
15,4,-26.0797,0.694888,-277.777,42374.8,5382.57,-1244.11,169.377,46.4503,0,39.1736,0.772404,-393.847,59416.8,-2709.35,3630.98,-156.879,49.1373,0
15,5,-25.4694,-6.01898,-274.115,41825.5,4406.01,-1061.01,166.074,46.4162,0,40.3943,0.162052,-396.899,59050.6,-2709.35,3447.88,-156.826,51.22,0
15,6,-25.4694,-1.44134,-277.167,42191.7,5382.57,-1152.56,169.42,46.775,0,39.1736,1.07758,-396.288,58501.3,-2343.14,3539.43,-155.913,52.377,0
15,7,-23.6383,-3.57757,-275.336,42557.9,4772.22,-1244.11,167.332,44.4326,0,39.4788,-1.05865,-395.068,58867.5,-2587.28,3630.98,-156.549,50.9939,0
15,8,-26.3849,-1.44134,-277.167,41825.5,4283.94,-1152.56,165.456,48.0963,0,39.7839,-0.753475,-396.288,58501.3,-2587.28,3539.43,-156.529,52.377,0
