Devices
1000
,,Imported Bertec Force Plate #1 - Force,,,Imported Bertec Force Plate #1 - Moment,,,Imported Bertec Force Plate #1 - CoP,,,Imported Bertec Force Plate #2 - Force,,,Imported Bertec Force Plate #2 - Moment,,,Imported Bertec Force Plate #2 - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
44,5,0,0,0,0,0,0,150,199,0,37.6477,-26.6934,-230.273,44951.5,-5883.18,7567.75,-175.549,4.79034,0
44,6,0,0,0,0,0,0,150,199,0,38.8684,-27.9141,-226,44219.1,-5883.18,7659.3,-176.032,4.34078,0
44,7,0,0,0,0,0,0,150,199,0,37.3425,-26.9986,-224.169,45317.7,-5883.18,7750.86,-176.244,-2.15829,0
44,8,0,0,0,0,0,0,150,199,0,37.9529,-27.9141,-222.338,43669.7,-5883.18,7567.75,-176.46,3.58873,0
44,9,0,0,0,0,0,0,150,199,0,37.3425,-26.3882,-220.507,42571.1,-6005.25,7659.3,-177.234,6.94006,0
45,0,0,0,0,0,0,0,150,199,0,38.5632,-26.6934,-216.845,42204.9,-5394.9,7476.2,-174.879,5.36845,0
45,1,0,0,0,0,0,0,150,199,0,38.5632,-23.9468,-215.624,40740.1,-5150.76,7293.09,-173.888,11.0601,0
45,2,0,0,0,0,0,0,150,199,0,38.8684,-24.252,-213.183,40373.8,-5272.83,7476.2,-174.734,10.6142,0
45,3,0,0,0,0,0,0,150,199,0,37.6477,-23.3365,-213.183,41472.5,-5150.76,7476.2,-174.161,5.46068,0
45,4,0,0,0,0,0,0,150,199,0,38.5632,-22.7261,-210.742,40190.7,-5028.69,7201.54,-173.862,9.289,0
45,5,0,0,0,0,0,0,150,199,0,38.8684,-21.8106,-208.911,41655.6,-4906.62,7476.2,-173.487,0.605637,0
45,6,0,0,0,0,0,0,150,199,0,37.3425,-20.5899,-209.521,39824.5,-5028.69,7201.54,-174.001,9.92575,0
45,7,0,0,0,0,0,0,150,199,0,36.427,-20.5899,-202.197,39824.5,-4540.4,7293.09,-172.455,3.04063,0
45,8,0,0,0,0,0,0,150,199,0,36.7322,-20.2847,-207.079,37627.3,-4296.26,6926.88,-170.747,18.2956,0
45,9,0,0,0,0,0,0,150,199,0,36.427,-20.2847,-200.976,39275.2,-4052.12,7201.54,-170.162,4.57758,0
46,0,0,0,0,0,0,0,150,199,0,36.7322,-18.4537,-201.586,35613.1,-4296.26,6926.88,-171.312,23.3357,0
46,1,0,0,0,0,0,0,150,199,0,36.7322,-18.1485,-199.755,36528.6,-4418.33,6743.78,-172.119,17.1331,0
46,2,0,0,0,0,0,0,150,199,0,35.8166,-16.9278,-199.755,36894.8,-4174.19,6835.33,-170.897,15.2998,0
46,3,0,0,0,0,0,0,150,199,0,35.8166,-16.0123,-197.314,36162.4,-3930.05,6743.78,-169.918,16.7264,0
46,4,0,0,0,0,0,0,150,199,0,35.2063,-15.4019,-195.483,35430,-3807.98,6652.22,-169.48,18.7565,0
46,5,0,0,0,0,0,0,150,199,0,35.5115,-15.7071,-196.093,36162.4,-3930.05,6743.78,-170.042,15.5855,0
46,6,0,0,0,0,0,0,150,199,0,34.5959,-12.9605,-193.652,35063.8,-3930.05,6469.12,-170.294,18.9338,0
46,7,0,0,0,0,0,0,150,199,0,33.9856,-13.2657,-193.041,34331.4,-3807.98,6377.56,-169.726,22.1554,0
46,8,0,0,0,0,0,0,150,199,0,35.2063,-14.1812,-190.6,35063.8,-3685.91,6102.91,-169.338,16.0347,0
46,9,0,0,0,0,0,0,150,199,0,34.2908,-10.5191,-192.431,34514.5,-3807.98,6011.35,-169.789,20.6398,0
47,0,0,0,0,0,0,0,150,199,0,33.6804,-9.2984,-193.652,35246.9,-3685.91,6194.46,-169.034,17.9883,0
47,1,0,0,0,0,0,0,150,199,0,34.5959,-11.7398,-190.6,33598.9,-3441.77,5828.25,-168.058,23.7201,0
47,2,0,0,0,0,0,0,150,199,0,33.6804,-10.5191,-183.886,33232.7,-3197.63,5828.25,-167.389,19.2755,0
47,3,0,0,0,0,0,0,150,199,0,33.6804,-9.2984,-188.769,32500.3,-3319.7,5645.14,-167.586,27.8302,0
47,4,0,0,0,0,0,0,150,199,0,32.1545,-8.38287,-187.548,33049.6,-3441.77,6102.91,-168.351,23.7807,0
47,5,0,0,0,0,0,0,150,199,0,31.5442,-8.07769,-187.548,33049.6,-3319.7,5462.04,-167.701,23.7807,0
47,6,0,0,0,0,0,0,150,199,0,33.0701,-7.46734,-188.159,32317.2,-3197.63,5736.7,-166.994,28.2449,0
47,7,0,0,0,0,0,0,150,199,0,31.8494,-6.55182,-187.548,32500.3,-2953.49,5004.27,-165.748,26.7096,0
47,8,0,0,0,0,0,0,150,199,0,31.239,-5.33111,-185.107,32866.5,-3197.63,5462.04,-167.275,22.4457,0
47,9,-3.4967,10.4605,-26.9226,3007.14,11.4745,-511.689,150.426,87.3043,0,30.6287,-5.63629,-185.717,31401.7,-3197.63,4912.72,-167.218,30.9167,0
48,0,0,0,0,0,0,0,150,199,0,30.3235,-5.02594,-188.159,31951,-3441.77,5187.38,-168.292,30.1911,0
48,1,-3.80188,10.7657,-28.1433,3190.24,133.545,-328.583,154.745,85.6429,0,30.3235,-3.80523,-186.328,32134.1,-3441.77,5004.27,-168.472,27.5397,0
48,2,-4.10706,11.9864,-29.9744,3190.24,-598.877,-420.136,130.02,92.5676,0,29.7131,-2.27935,-186.328,31401.7,-3075.56,5004.27,-166.506,31.4705,0
48,3,-3.80188,13.5123,-25.7019,3007.14,-110.596,-603.242,145.697,81.9994,0,29.408,-3.50006,-187.548,31584.8,-2709.35,4729.62,-164.446,31.5911,0
48,4,-3.80188,12.9019,-30.5847,4105.77,-110.596,-328.583,146.384,64.7574,0,29.408,-1.669,-188.159,32317.2,-3075.56,4546.51,-166.346,28.2449,0
48,5,-5.32776,14.733,-34.8572,4105.77,-354.736,-603.242,139.823,81.2116,0,28.7976,-0.753475,-186.328,31401.7,-2953.49,4546.51,-165.851,31.4705,0
48,6,-5.02258,15.3433,-36.0779,3922.67,-110.596,-1152.56,146.935,90.2722,0,27.5769,-1.05865,-185.717,31401.7,-2953.49,4638.06,-165.903,30.9167,0
48,7,-4.41223,16.564,-34.8572,4288.88,621.826,-603.242,167.839,75.9585,0,27.8821,-0.753475,-185.717,30852.4,-2953.49,4271.85,-165.903,33.8745,0
48,8,-4.71741,15.0381,-32.4158,4105.77,255.615,-694.794,157.886,72.3403,0,27.8821,-1.97418,-187.548,31401.7,-3075.56,3630.98,-166.399,32.5675,0
48,9,-5.93811,16.564,-36.0779,4838.19,255.615,-328.583,157.085,64.8958,0,27.2717,-1.97418,-188.159,31401.7,-3075.56,4180.3,-166.346,33.1106,0
49,0,-7.15881,15.6485,-32.4158,4838.19,133.545,-694.794,154.12,49.7457,0,26.6614,-0.4483,-188.769,31035.5,-3075.56,3905.64,-166.293,35.5902,0
49,1,-6.85364,19.0054,-37.9089,4838.19,255.615,-786.347,156.743,71.3733,0,26.9665,-0.143124,-185.107,31584.8,-3075.56,3905.64,-166.615,29.37,0
49,2,-5.93811,18.0899,-39.74,5021.3,133.545,-1061.01,153.36,72.6462,0,26.9665,1.07758,-185.107,31218.6,-2953.49,3997.19,-165.956,31.3483,0
49,3,-5.93811,16.8692,-40.3503,5204.4,-476.807,-877.9,138.183,70.0196,0,26.3562,1.68793,-187.548,31035.5,-2831.42,3630.98,-165.097,34.5201,0
49,4,-6.54846,19.921,-42.1814,5387.51,-110.596,-1884.98,147.378,71.2776,0,26.9665,1.68793,-188.769,31218.6,-3319.7,4088.75,-167.586,34.6202,0
49,5,-7.15881,17.7847,-42.7917,5570.62,133.545,-786.347,153.121,68.8203,0,25.4407,2.90863,-188.159,30852.4,-3075.56,3356.32,-166.346,36.03,0
49,6,-6.54846,20.2261,-39.1296,5753.72,-232.666,-511.689,144.054,51.9574,0,24.5251,3.51899,-188.159,29753.7,-2953.49,3539.43,-165.697,41.8689,0
49,7,-7.46399,20.5313,-42.1814,5387.51,11.4745,-694.794,150.272,71.2776,0,24.22,4.12934,-188.769,31035.5,-2831.42,3356.32,-164.999,35.5902,0
49,8,-6.54846,19.0054,-45.2331,5753.72,-354.736,-1061.01,142.158,71.7986,0,24.5251,2.90863,-193.652,31035.5,-2831.42,3173.22,-164.621,39.7357,0
49,9,-7.46399,22.9727,-46.4538,6119.93,11.4745,-1335.66,150.247,67.2578,0,24.5251,4.12934,-188.159,30303,-2953.49,3264.77,-165.697,38.9494,0
50,0,-9.29504,22.6675,-40.9607,6486.14,-476.807,-1152.56,138.359,40.6496,0,24.22,4.12934,-187.548,30486.1,-3075.56,2715.46,-166.399,37.449,0
50,1,-7.46399,20.2261,-47.6746,6669.25,255.615,-1061.01,155.362,59.1088,0,24.22,5.65522,-189.379,30669.3,-2953.49,3081.67,-165.596,38.0538,0
50,2,-7.76917,21.4468,-47.0642,6486.14,377.686,-969.453,158.025,61.1852,0,24.22,6.26557,-187.548,31035.5,-2831.42,3081.67,-165.097,34.5201,0
50,3,-9.29504,24.1934,-53.7781,6852.35,255.615,-1152.56,154.753,71.5809,0,23.3044,6.26557,-190.6,31767.9,-2831.42,3173.22,-164.855,33.3269,0
50,4,-9.29504,26.0245,-54.3884,6852.35,499.756,-1152.56,159.189,73.0108,0,22.3889,7.1811,-191.21,29936.8,-2831.42,3173.22,-164.808,43.4351,0
50,5,-9.60022,26.0245,-54.3884,7584.78,1232.18,-969.453,172.655,59.5443,0,22.6941,5.35004,-190.6,30119.9,-2587.28,3081.67,-163.574,41.973,0
50,6,-8.98987,26.3297,-56.2195,8683.41,743.896,-1061.01,163.232,44.5445,0,23.3044,5.35004,-189.379,29936.8,-2587.28,3081.67,-163.662,41.9213,0
50,7,-9.60022,28.4659,-61.7126,8683.41,621.826,-786.347,160.076,58.2929,0,23.3044,6.87592,-188.769,31035.5,-2831.42,2990.11,-164.999,35.5902,0
50,8,-9.60022,29.0762,-62.9333,9232.73,988.037,-694.794,165.7,52.2936,0,23.6096,7.48627,-189.99,29753.7,-2709.35,2898.56,-164.261,43.3929,0
50,9,-9.60022,27.8555,-65.3747,9232.73,865.967,-969.453,163.246,57.7723,0,22.9993,6.57074,-188.769,29753.7,-2709.35,2807.01,-164.353,42.3802,0
51,0,-8.07434,32.128,-69.0369,9782.04,743.896,-877.9,160.775,57.307,0,22.6941,7.1811,-190.6,29021.3,-2831.42,2807.01,-164.855,47.7371,0
51,1,-8.98987,29.3814,-67.2058,9782.04,743.896,-786.347,161.069,53.4465,0,22.9993,7.48627,-188.769,30303,-2587.28,2898.56,-163.706,39.4702,0
51,2,-8.07434,32.7383,-69.6472,9598.94,1110.11,-786.347,165.939,61.1777,0,22.3889,7.79145,-187.548,29204.4,-2709.35,2715.46,-164.446,44.2832,0
51,3,-8.98987,33.959,-75.1404,10331.4,865.967,-786.347,161.525,61.5059,0,22.0837,6.26557,-188.769,30303,-2587.28,2990.11,-163.706,39.4702,0
51,4,-9.9054,35.4849,-76.9714,10697.6,1720.46,-1152.56,172.352,60.019,0,21.7786,7.48627,-188.159,29021.3,-2465.21,2990.11,-163.102,45.7615,0
51,5,-9.60022,33.959,-77.5818,11796.2,1842.53,-786.347,173.75,46.9514,0,22.9993,7.1811,-186.938,29753.7,-2465.21,2807.01,-163.187,40.8363,0
51,6,-10.5157,36.4005,-80.0232,11979.3,1476.32,-877.9,168.449,49.302,0,22.3889,8.09662,-183.886,28472,-2343.14,3173.22,-162.742,45.1651,0
51,7,-8.68469,33.3487,-81.2439,11430,1110.11,-786.347,163.664,58.3126,0,21.4734,6.57074,-183.276,28288.9,-2587.28,2898.56,-164.117,45.6485,0
51,8,-12.3468,37.9263,-82.4646,12162.4,1354.25,-969.453,166.422,51.5135,0,22.6941,5.96039,-179.614,27373.4,-2099,3081.67,-161.686,47.5987,0
51,9,-9.29504,35.4849,-83.0749,12345.5,1354.25,-877.9,166.302,50.393,0,21.7786,6.57074,-179.614,28105.8,-2221.07,2990.11,-162.366,43.5209,0
52,0,-10.2106,34.5694,-92.8406,12711.7,1964.6,-694.794,171.161,62.08,0,22.3889,5.35004,-179.614,26824,-2343.14,2623.9,-163.045,50.657,0
52,1,-9.60022,33.0435,-94.6716,12162.4,1964.6,-694.794,170.752,70.5305,0,20.2527,5.65522,-175.341,27190.2,-2099,2532.35,-161.971,44.9295,0
52,2,-8.37952,31.8228,-88.5681,13077.9,1598.39,-1061.01,168.047,51.3403,0,21.1682,4.43451,-172.289,27373.4,-1976.93,2715.46,-161.474,41.12,0
52,3,-9.9054,28.1607,-94.6716,12894.8,2208.74,-1061.01,173.331,62.7941,0,20.5579,4.12934,-171.679,28288.9,-1976.93,2623.9,-161.515,35.2223,0
52,4,-8.37952,25.1089,-91.0095,13261,2086.67,-969.453,172.928,53.2895,0,19.6423,3.51899,-168.627,27007.1,-1976.93,2532.35,-161.724,39.8412,0
52,5,-7.76917,22.3624,-92.8406,13627.3,2330.81,-877.9,175.106,52.2187,0,19.6423,3.82416,-163.745,25542.3,-1976.93,2532.35,-162.073,44.0113,0
52,6,-8.98987,18.7003,-92.2302,14725.9,1720.46,-1061.01,168.654,39.3355,0,20.5579,3.21381,-163.745,26091.6,-1976.93,2532.35,-162.073,40.6566,0
52,7,-7.15881,18.7003,-97.113,15275.2,2452.88,-603.242,175.258,41.7069,0,19.3372,3.21381,-162.524,24809.9,-1366.58,2807.01,-158.408,47.3462,0
52,8,-6.54846,15.0381,-100.165,15641.4,2330.81,-511.689,173.27,42.8432,0,19.9475,1.07758,-157.031,24260.6,-1610.72,2715.46,-160.257,45.5043,0
52,9,-6.54846,13.5123,-102.606,16007.6,2697.02,-786.347,176.285,42.9896,0,17.8113,3.21381,-155.2,24077.5,-1488.65,2532.35,-159.592,44.8613,0
53,0,-5.32776,7.40875,-107.489,16923.2,3673.58,-877.9,184.176,41.5592,0,17.8113,1.68793,-152.758,24077.5,-1610.72,2623.9,-160.544,42.3819,0
53,1,-5.32776,6.49323,-111.151,17655.6,3429.44,-694.794,180.854,40.157,0,17.8113,-0.4483,-149.096,23345,-1244.51,2532.35,-158.347,43.4229,0
53,2,-3.4967,4.357,-117.865,18021.8,3429.44,-694.794,179.096,46.098,0,16.8957,-0.4483,-147.875,23345,-1366.58,2532.35,-159.241,42.1303,0
53,3,-4.41223,4.96735,-115.424,18754.2,3551.51,-786.347,180.769,36.5184,0,16.8957,0.467228,-144.213,22246.4,-1488.65,2440.8,-160.323,45.7396,0
53,4,-3.19153,2.22077,-123.358,19852.8,3795.65,-420.136,180.769,38.0634,0,15.3699,-0.143124,-141.772,22063.3,-1610.72,2532.35,-161.361,44.3747,0
53,5,-3.4967,-1.13617,-125.189,21500.8,4161.87,-969.453,183.245,27.2536,0,15.0647,-2.58453,-142.382,21880.2,-1488.65,2349.24,-160.455,46.3278,0
53,6,-1.66565,-2.66205,-134.955,22233.2,4528.08,-786.347,183.553,34.2544,0,13.5388,-1.97418,-138.11,20232.2,-1244.51,2440.8,-159.011,53.5061,0
53,7,-1.66565,-6.62933,-137.396,22782.5,4283.94,-511.689,181.179,33.1838,0,12.9285,-2.58453,-135.058,20415.3,-1244.51,2440.8,-159.215,48.8401,0
53,8,0.470581,-5.7138,-148.383,24247.4,5382.57,-694.794,186.275,35.5888,0,12.3181,-2.88971,-131.396,19499.8,-1244.51,2166.14,-159.471,51.5949,0
53,9,0.775757,-8.76556,-149.603,25346,5260.5,-694.794,185.163,29.5785,0,12.6233,-3.19488,-129.565,19682.9,-1122.44,2257.69,-158.663,48.0844,0
54,0,-1.0553,-12.1225,-159.979,26444.6,5992.92,-603.242,187.461,33.6996,0,10.7922,-3.19488,-124.682,18218.1,-878.295,2166.14,-157.044,53.8836,0
54,1,0.470581,-13.9535,-166.693,27543.3,5382.57,-511.689,182.29,33.7666,0,10.4871,-4.41558,-124.682,19682.9,-878.295,2166.14,-157.044,42.135,0
54,2,1.69128,-18.5312,-177.679,29557.4,6847.41,-603.242,188.538,32.6474,0,11.0974,-3.80523,-125.292,16387,-1122.44,2074.59,-158.959,69.2097,0
54,3,2.60681,-24.3295,-174.017,30473,7091.55,-237.031,190.752,23.8855,0,9.57153,-4.11041,-121.02,18584.3,-1000.37,2074.59,-158.266,46.4361,0
54,4,3.21716,-23.414,-179.51,31571.6,7091.55,-420.136,189.505,23.124,0,8.04565,-3.50006,-119.799,18035,-1000.37,1891.48,-158.35,49.4566,0
54,5,2.30164,-26.7709,-187.445,33219.5,7457.76,-237.031,189.786,21.7772,0,9.57153,-6.55182,-119.189,18035,-878.295,1799.93,-157.369,48.6857,0
54,6,4.13269,-29.8227,-195.99,34135.1,7823.98,-786.347,189.92,24.8326,0,7.13012,-5.02594,-116.747,17302.6,-878.295,1983.03,-157.523,51.795,0
54,7,6.26892,-34.4003,-202.094,35233.7,7579.83,-511.689,187.507,24.6565,0,7.13012,-5.02594,-114.916,18584.3,-1122.44,1891.48,-159.767,38.2799,0
54,8,6.26892,-36.2314,-205.756,35599.9,8312.26,-420.136,190.399,25.9796,0,5.29907,-5.02594,-114.306,15837.7,-878.295,1616.82,-157.684,61.4447,0
54,9,6.87927,-42.0297,-208.197,37431,8312.26,-420.136,189.925,19.2137,0,4.99389,-6.55182,-113.696,16570.1,-878.295,1708.38,-157.725,54.2589,0
55,0,7.18445,-43.2504,-219.794,37980.3,9044.68,-511.689,191.151,26.2003,0,5.29907,-5.02594,-111.865,15837.7,-1000.37,1616.82,-158.943,58.4207,0
55,1,7.48962,-50.5746,-219.183,38895.8,9044.68,-420.136,191.265,21.5421,0,4.38354,-5.63629,-109.423,17668.8,-1244.51,1525.27,-161.373,38.5282,0
55,2,7.18445,-50.5746,-225.287,39262,8678.47,-328.583,188.522,24.7243,0,3.46801,-6.85699,-109.423,15654.6,-1000.37,1525.27,-159.142,56.9353,0
55,3,7.48962,-53.9316,-228.339,40543.8,10021.2,-328.583,193.888,21.4402,0,1.94214,-7.77252,-107.592,15288.4,-878.295,1525.27,-158.163,57.9042,0
55,4,6.5741,-54.8471,-231.39,41459.3,9044.68,-603.242,189.088,19.8254,0,1.33178,-5.63629,-108.203,15654.6,-1244.51,1250.61,-161.502,55.3213,0
55,5,7.18445,-58.5092,-228.949,41825.5,10143.3,-694.794,194.304,16.3152,0,1.02661,-4.72076,-105.761,17119.4,-1122.44,1250.61,-160.613,38.131,0
55,6,5.96375,-60.3403,-238.715,42924.1,9777.1,-786.347,190.957,19.1864,0,0.111081,-6.24664,-104.54,14922.2,-1122.44,1067.51,-160.737,57.2592,0
55,7,6.26892,-61.8661,-242.377,44022.8,10387.5,-786.347,192.857,17.3705,0,0.111081,-6.55182,-103.93,14922.2,-1122.44,1159.06,-160.8,56.4209,0
55,8,6.87927,-63.6972,-249.701,44389,10021.2,-694.794,190.133,21.2314,0,-0.804447,-5.63629,-101.489,15654.6,-1122.44,1159.06,-161.06,45.7502,0
55,9,7.7948,-62.7817,-252.142,44205.9,10387.5,-877.9,191.197,23.6789,0,-0.804447,-5.63629,-100.268,15288.4,-1488.65,701.295,-164.847,47.5246,0
56,0,6.87927,-65.8334,-258.246,45487.6,10509.5,-969.453,190.696,22.8593,0,-1.71997,-5.63629,-102.099,14556,-1122.44,884.401,-160.994,57.4328,0
56,1,7.48962,-66.4438,-258.246,46220,10631.6,-877.9,191.169,20.0231,0,-2.94068,-4.11041,-101.489,15471.5,-1366.58,792.848,-163.465,47.5544,0
56,2,5.35339,-66.1386,-260.687,46952.4,11364,-1152.56,193.593,18.8897,0,-3.55103,-4.41558,-97.8265,14372.9,-1244.51,518.19,-162.722,53.0781,0
56,3,5.65857,-66.1386,-270.453,47501.8,11119.9,-1061.01,191.116,23.3621,0,-4.16138,-4.72076,-97.2162,14922.2,-1488.65,609.742,-165.313,46.5052,0
56,4,5.04822,-66.749,-272.894,48051.1,10875.7,-1152.56,189.853,22.9205,0,-3.55103,-5.02594,-97.8265,14556,-878.295,426.637,-158.978,51.2063,0
56,5,4.74304,-65.2231,-283.27,48600.4,11486.1,-1244.11,190.548,27.431,0,-5.07691,-3.50006,-98.4369,14372.9,-1366.58,609.742,-163.883,53.989,0
56,6,3.82751,-66.4438,-277.167,49515.9,11974.4,-1061.01,193.203,20.3497,0,-5.68726,-4.41558,-97.2162,13457.3,-1488.65,518.19,-165.313,61.5731,0
56,7,2.91199,-62.4765,-287.543,50248.3,11486.1,-1244.11,189.946,24.2491,0,-7.51831,-3.80523,-97.8265,15105.3,-634.155,335.084,-156.482,45.5911,0
56,8,2.30164,-62.4765,-286.932,50980.8,11974.4,-1152.56,191.732,21.3248,0,-5.99243,-3.19488,-95.9955,13823.5,-1610.72,243.531,-166.779,55.9979,0
56,9,2.30164,-60.0351,-296.088,51347,12462.6,-1427.22,192.091,25.5818,0,-7.51831,-3.50006,-97.8265,14006.7,-1732.79,243.531,-167.713,56.8215,0
57,0,4.13269,-58.8144,-298.529,52262.5,13195.1,-1244.11,194.2,23.9333,0,-7.82349,-4.41558,-95.9955,13823.5,-1976.93,-122.68,-170.594,55.9979,0
57,1,-0.139771,-55.1523,-305.853,52628.7,12706.8,-1518.77,191.545,26.9282,0,-7.82349,-3.50006,-97.8265,13274.2,-1610.72,243.531,-166.465,64.3085,0
57,2,1.38611,-51.7953,-300.36,52262.5,12828.9,-1335.66,192.712,25.0005,0,-8.73902,-3.50006,-97.8265,13823.5,-1000.37,-31.1269,-160.226,58.6933,0
57,3,-0.750122,-51.185,-304.633,52628.7,12584.7,-1244.11,191.311,26.2387,0,-9.95972,-2.58453,-99.0472,14189.8,-1610.72,-214.232,-166.262,56.7375,0
57,4,-0.444946,-51.185,-308.905,52994.9,13439.2,-1427.22,193.506,27.4426,0,-9.95972,-3.50006,-98.4369,14556,-2099,-122.68,-171.323,52.1289,0
57,5,-1.97083,-47.8281,-309.515,53361.1,12950.9,-1244.11,191.843,26.5978,0,-10.2649,-2.58453,-99.6576,14739.1,-1976.93,-397.338,-169.837,52.1028,0
57,6,-2.276,-44.166,-310.126,53544.2,13195.1,-1518.77,192.548,26.3466,0,-11.1804,-3.80523,-100.268,14189.8,-1854.86,-305.785,-168.499,58.4816,0
57,7,-0.444946,-43.8608,-313.177,53544.2,13683.4,-1244.11,193.692,28.0291,0,-9.95972,-3.80523,-101.489,14372.9,-1854.86,-397.338,-168.277,58.3796,0
57,8,-1.66565,-43.8608,-318.671,53178,13439.2,-1152.56,192.173,32.1254,0,-11.4856,-3.80523,-103.93,15288.4,-2099,-397.338,-170.196,52.8973,0
57,9,-2.276,-40.5038,-322.943,53361.1,13805.4,-1152.56,192.749,33.7661,0,-11.7908,-3.80523,-105.151,15288.4,-2221.07,-488.891,-171.123,54.605,0
58,0,-4.10706,-36.2314,-323.553,53361.1,13683.4,-877.9,192.291,34.0778,0,-13.0115,-3.80523,-108.203,14189.8,-2465.21,-946.654,-172.783,68.8592,0
58,1,-3.19153,-38.3676,-329.657,53910.5,13805.4,-1152.56,191.878,35.465,0,-13.3167,-2.27935,-107.592,16020.8,-2709.35,-580.443,-175.182,51.0968,0
58,2,-1.0553,-35.0107,-328.436,53178,13561.3,-1061.01,191.29,37.0872,0,-14.2322,-2.88971,-110.644,16203.9,-2587.28,-671.996,-173.384,53.5489,0
58,3,-3.19153,-31.0434,-325.385,54276.7,14049.6,-877.9,193.178,32.1922,0,-14.5374,-2.88971,-113.085,15654.6,-2709.35,-1038.21,-173.958,61.5682,0
58,4,-4.41223,-30.433,-330.878,53178,13561.3,-877.9,190.986,38.2819,0,-15.1477,-4.72076,-117.968,15837.7,-2709.35,-855.102,-172.967,65.7459,0
58,5,-5.93811,-28.2968,-330.878,53727.4,14171.6,-786.347,192.83,36.6217,0,-15.4529,-3.80523,-116.747,18035,-2953.49,-1129.76,-175.298,45.5214,0
58,6,-4.71741,-27.0761,-336.371,53544.2,13805.4,-603.242,191.042,39.8178,0,-15.7581,-4.72076,-122.241,17851.9,-2953.49,-1404.42,-174.161,53.9612,0
58,7,-3.80188,-23.414,-334.54,54276.7,14049.6,-511.689,191.997,36.7572,0,-15.4529,-5.33111,-124.072,18401.2,-3197.63,-1404.42,-175.772,51.689,0
58,8,-5.93811,-22.8036,-335.15,53910.5,14415.8,-694.794,193.013,38.1453,0,-16.9788,-4.72076,-127.123,17119.4,-3441.77,-1495.97,-177.074,65.332,0
58,9,-3.80188,-17.6157,-341.864,53727.4,14293.7,-328.583,191.811,41.84,0,-18.8098,-4.41558,-129.565,17851.9,-3441.77,-1404.42,-176.564,62.2167,0
59,0,-2.88635,-20.3622,-341.254,53910.5,14293.7,-603.242,191.886,41.0223,0,-18.1995,-5.02594,-134.448,18950.5,-3563.84,-1404.42,-176.507,59.0492,0
59,1,-5.02258,-15.1743,-346.136,53544.2,14415.8,-145.478,191.648,44.3088,0,-19.115,-5.02594,-135.058,20049.1,-3930.05,-1495.97,-179.099,51.5517,0
59,2,-3.4967,-16.0898,-343.695,53910.5,14782,-328.583,193.009,42.1445,0,-19.4202,-6.24664,-138.11,19866,-4052.12,-1495.97,-179.34,56.1576,0
59,3,-5.32776,-14.8691,-343.695,53544.2,15026.1,-53.9251,193.719,43.21,0,-19.4202,-5.63629,-142.382,20415.3,-4296.26,-1679.08,-180.174,56.6159,0
59,4,-3.80188,-11.207,-341.864,54093.6,14659.9,37.6276,192.882,40.7688,0,-19.4202,-4.72076,-146.655,22429.5,-4418.33,-1679.08,-180.127,47.059,0
59,5,-5.63293,-11.5121,-347.968,53727.4,15026.1,-145.478,193.183,44.5966,0,-20.946,-5.63629,-150.927,21880.2,-4296.26,-1862.18,-178.466,55.0281,0
59,6,-5.63293,-9.07074,-344.305,53727.4,15270.3,-145.478,194.351,42.9544,0,-18.8098,-5.63629,-154.589,22063.3,-4418.33,-1770.63,-178.581,57.2779,0
59,7,-4.41223,-8.76556,-349.799,53727.4,15026.1,312.286,192.957,45.4049,0,-20.6409,-5.33111,-158.251,22612.6,-4906.62,-2045.29,-181.005,57.1095,0
59,8,-4.71741,-7.54486,-348.578,53727.4,15514.4,37.6276,194.508,44.867,0,-20.3357,-5.02594,-163.745,23345,-5272.83,-2228.39,-182.202,57.4301,0
59,9,-6.24329,-8.46039,-351.63,54093.6,15514.4,312.286,194.121,45.1632,0,-20.946,-6.24664,-166.186,24809.9,-5516.97,-2045.29,-183.198,50.7101,0
60,0,-6.54846,-7.54486,-357.733,53544.2,15758.5,403.839,194.051,49.3235,0,-20.6409,-5.33111,-174.731,26274.7,-5516.97,-2228.39,-181.574,49.6275,0
60,1,-5.32776,-7.54486,-355.292,53727.4,15270.3,586.944,192.98,47.7796,0,-22.4719,-6.24664,-178.393,25908.5,-6005.25,-2594.6,-183.663,54.7672,0
60,2,-5.93811,-6.32416,-354.681,54093.6,15880.6,220.733,194.774,46.4869,0,-21.5564,-6.85699,-183.886,27739.6,-6005.25,-2411.5,-182.657,49.1481,0
60,3,-5.02258,-6.93451,-359.564,54093.6,15758.5,403.839,193.827,48.558,0,-23.3875,-7.46734,-190.6,27922.7,-6249.39,-2411.5,-182.788,53.5012,0
60,4,-5.02258,-6.93451,-358.344,54276.7,16002.7,220.733,194.657,47.5345,0,-23.6926,-7.46734,-197.314,29936.8,-6737.67,-2686.16,-184.147,48.2781,0
60,5,-5.93811,-7.54486,-371.161,54642.9,16002.7,37.6276,193.115,51.7784,0,-24.6082,-9.2984,-202.197,30486.1,-7103.88,-2594.6,-185.134,49.2253,0
